pfam_id	age_class	rna_go	rna_rbpworld	rna_union	dna_binding	in_green51	in_universal415
PF01029	LBCA	True	False	True	False	False	True
PF01030	FCB	False	False	False	False	False	False
PF01032	LUCA	False	False	False	False	False	False
PF01035	LBCA	False	False	False	False	False	False
PF01036	post-LBCA	False	False	False	False	False	False
PF01037	LUCA	False	False	False	False	False	False
PF01039	LUCA	False	False	False	False	False	False
PF01040	LUCA	False	False	False	False	False	False
PF01041	LUCA	False	False	False	False	False	False
PF01042	LUCA	False	True	True	False	False	False
PF01043	LBCA	False	False	False	False	False	False
PF01047	LUCA	False	False	False	False	False	False
PF01048	LUCA	False	False	False	False	False	False
PF01050	LUCA	False	False	False	False	False	False
PF01051	LBCA	False	False	False	False	False	False
PF01052	LBCA	False	False	False	False	False	False
PF01053	LUCA	False	False	False	False	False	False
PF01055	LBCA	False	False	False	False	False	False
PF01058	LUCA	False	False	False	False	False	False
PF01059	LBCA	False	False	False	False	False	False
PF01061	LUCA	False	False	False	False	False	False
PF01062	LBCA	False	False	False	False	False	False
PF01063	LBCA	False	False	False	False	False	False
PF01066	LUCA	False	False	False	False	False	False
PF01068	LBCA	False	False	False	False	False	False
PF01070	LUCA	False	False	False	False	False	False
PF01071	unclassifiable	False	False	False	False	False	False
PF01073	LUCA	False	False	False	False	False	False
PF01074	LUCA	False	False	False	False	False	False
PF01075	LUCA	False	False	False	False	False	False
PF01076	LBCA	False	False	False	True	False	True
PF01077	LUCA	False	False	False	False	False	False
PF01078	LBCA	False	False	False	False	False	False
PF01081	LBCA	False	False	False	False	False	False
PF01083	Terrabacteria	False	False	False	False	False	False
PF01084	LBCA	True	True	True	False	False	False
PF01087	LBCA	False	False	False	False	False	False
PF01090	LACA	True	True	True	False	False	False
PF01092	LACA	True	True	True	False	False	False
PF01094	post-LBCA	False	False	False	False	False	False
PF01095	LBCA	False	False	False	False	False	False
PF01096	LACA	False	False	False	False	False	True
PF01098	LBCA	False	False	False	False	False	False
PF01101		False	False	False	True	False	False
PF01103	LBCA	False	False	False	False	False	False
PF01106	LUCA	False	False	False	False	False	False
PF01107		False	True	True	False	False	False
PF01112	LBCA	False	False	False	False	False	False
PF01113	LUCA	False	False	False	False	False	False
PF01116	LBCA	False	False	False	False	False	False
PF01118	LUCA	False	False	False	False	False	False
PF01119	Inspect	False	False	False	True	False	False
PF01120	LBCA	False	False	False	False	False	False
PF01121	LBCA	False	False	False	False	False	False
PF01124	post-LBCA	False	False	False	False	False	False
PF01126	LBCA	False	False	False	False	False	False
PF01127	LUCA	False	False	False	False	False	False
PF01128	LBCA	False	False	False	False	False	False
PF01131	LUCA	False	False	False	True	False	True
PF01132	LBCA	False	False	False	False	False	False
PF01134	LACA	False	False	False	False	False	False
PF01135	LBCA	False	False	False	False	False	False
PF01136	LBCA	False	False	False	False	False	False
PF01137	LBCA	False	True	True	False	False	False
PF01138	LBCA	False	True	True	False	False	False
PF01139	LBCA	True	True	True	False	False	False
PF01142	LUCA	True	True	True	False	False	True
PF01144	LUCA	False	False	False	False	False	False
PF01145	LUCA	False	False	False	False	False	False
PF01148	LBCA	False	False	False	False	False	False
PF01149	LBCA	False	False	False	False	False	False
PF01152	LBCA	False	False	False	False	False	False
PF01154	LACA	False	False	False	False	False	False
PF01155	LUCA	False	False	False	False	False	False
PF01156	LBCA	False	False	False	False	False	False
PF01157	LACA	True	True	True	False	False	False
PF01158		True	True	True	False	False	False
PF01159		True	True	True	False	False	False
PF01161	LUCA	False	False	False	False	False	False
PF01163	LACA	True	True	True	False	False	False
PF01165	LBCA	True	True	True	False	False	False
PF01168	LUCA	False	False	False	False	False	False
PF01169	LBCA	False	False	False	False	False	False
PF01170	LUCA	False	True	True	False	False	False
PF01171	LBCA	False	False	False	False	False	False
PF01172	LACA	False	True	True	False	False	False
PF01174	Terrabacteria	False	False	False	False	False	False
PF01175	LBCA	False	False	False	False	False	False
PF01176	LACA	True	True	True	False	False	True
PF01177	LUCA	False	False	False	False	False	False
PF01179	LBCA	False	False	False	False	False	False
PF01180	LBCA	False	False	False	False	False	False
PF01182	LBCA	False	False	False	False	False	False
PF01183	LBCA	False	False	False	False	False	False
PF01184	Inspect	False	False	False	False	False	False
PF01186	post-LBCA	False	False	False	False	False	False
PF01187	LBCA	False	False	False	False	False	False
PF01189	LUCA	False	True	True	False	False	False
PF01191	Euryarchaeota	True	True	True	True	False	True
PF01192	post-LBCA	True	True	True	True	False	True
PF01193	LACA	True	True	True	False	False	False
PF01194	LACA	True	True	True	True	False	True
PF01195	post-LBCA	True	True	True	False	False	False
PF01196	LBCA	True	True	True	False	False	False
PF01197	LBCA	True	True	True	False	False	False
PF01198	LACA	True	True	True	False	False	False
PF01199	LACA	True	True	True	False	False	False
PF01200	LACA	True	True	True	False	False	False
PF01201	LACA	False	True	True	False	False	False
PF01202	LBCA	False	False	False	False	False	False
PF01203	Proteobacteria	False	False	False	False	False	False
PF01204	LBCA	False	False	False	False	False	False
PF01205	post-LBCA	False	False	False	False	False	False
PF01206	preLUCA	False	False	False	False	False	False
PF01207	LUCA	False	True	True	False	False	False
PF01208	LUCA	False	False	False	False	False	False
PF01209	LUCA	False	False	False	False	False	False
PF01210	LBCA	False	False	False	False	False	False
PF01212	LUCA	False	False	False	False	False	False
PF01218	post-LBCA	False	False	False	False	False	False
PF01219	unclassifiable	False	False	False	False	False	False
PF01220	unclassifiable	False	False	False	False	False	False
PF01223	LBCA	True	True	True	False	False	True
PF01225	LBCA	False	False	False	False	False	False
PF01226	LBCA	False	False	False	False	False	False
PF01227	LBCA	False	False	False	False	False	False
PF01228	LBCA	False	False	False	False	False	False
PF01229	LBCA	False	False	False	False	False	False
PF01230	LUCA	False	False	False	False	False	False
PF01232	LBCA	False	False	False	False	False	False
PF01235	LBCA	False	False	False	False	False	False
PF01238	Terrabacteria	False	False	False	False	False	False
PF01241	Terrabacteria	False	False	False	False	False	False
PF01242	LUCA	False	False	False	False	False	False
PF01243	LUCA	False	False	False	False	False	False
PF01244	LUCA	False	False	False	False	False	False
PF01245	LBCA	True	True	True	False	False	False
PF01246	unclassifiable	False	True	True	False	False	False
PF01247	TACK	True	True	True	False	False	False
PF01248	post-LBCA	False	True	True	False	False	False
PF01249		True	True	True	False	False	False
PF01250	LBCA	True	True	True	False	False	False
PF01251		True	True	True	False	False	False
PF01252	LBCA	False	False	False	False	False	False
PF01253	unclassifiable	True	True	True	False	False	False
PF01254		False	False	False	True	False	False
PF01255	LBCA	False	False	False	False	False	False
PF01256	LBCA	False	False	False	False	False	False
PF01257	LUCA	False	False	False	False	False	False
PF01258	LBCA	False	False	False	False	False	False
PF01259	LUCA	False	False	False	False	False	False
PF01261	LUCA	False	False	False	False	False	False
PF01262	LBCA	False	False	False	False	False	False
PF01263	LBCA	False	False	False	False	False	False
PF01264	unclassifiable	False	False	False	False	False	False
PF01266	LUCA	False	False	False	False	False	False
PF01268	Terrabacteria	False	False	False	False	False	False
PF01269	Euryarchaeota	True	True	True	False	False	True
PF01270	LBCA	False	False	False	False	False	False
PF01272	LBCA	False	False	False	True	False	True
PF01274	LBCA	False	False	False	False	False	False
PF01276	unclassifiable	False	False	False	False	False	False
PF01278	LBCA	False	False	False	False	False	False
PF01280	LACA	False	True	True	False	False	False
PF01281	LBCA	False	True	True	False	False	False
PF01282	LACA	True	True	True	False	False	False
PF01283	TACK	True	True	True	False	False	False
PF01287	Euryarchaeota	True	True	True	False	False	True
PF01288	LBCA	False	False	False	False	False	False
PF01289	LBCA	False	False	False	False	False	False
PF01292	LUCA	False	False	False	False	False	False
PF01293	LBCA	False	False	False	False	False	False
PF01294	unclassifiable	True	True	True	False	False	False
PF01295	Proteobacteria	False	False	False	False	False	False
PF01297	LUCA	False	False	False	False	False	False
PF01298	Proteobacteria	False	False	False	False	False	False
PF01300	LUCA	True	True	True	False	False	False
PF01301	LBCA	False	False	False	False	False	False
PF01306	post-LBCA	False	False	False	False	False	False
PF01308	PVC	False	False	False	False	False	False
PF01311	post-LBCA	False	False	False	False	False	False
PF01312	LBCA	False	False	False	False	False	False
PF01313	LBCA	False	False	False	False	False	False
PF01314	LUCA	False	False	False	False	False	False
PF01315	LUCA	False	False	False	False	False	False
PF01316	Terrabacteria	False	False	False	False	False	False
PF01321	LUCA	False	False	False	False	False	False
PF01322	post-LBCA	False	False	False	False	False	False
PF01323	unclassifiable	False	False	False	False	False	False
PF01325	LUCA	False	False	False	True	False	True
PF01326	LUCA	False	False	False	False	False	False
PF01327	LBCA	False	False	False	False	False	False
PF01329	unclassifiable	False	False	False	False	False	False
PF01330	LBCA	False	False	False	False	False	False
PF01331		True	True	True	False	False	False
PF01333	Terrabacteria	False	False	False	False	False	False
PF01336	preLUCA	True	True	True	False	False	True
PF01337	LBCA	False	False	False	False	False	False
PF01339	LUCA	False	False	False	False	False	False
PF01340	Proteobacteria	False	False	False	False	False	False
PF01341	LBCA	False	False	False	False	False	False
PF01342		False	False	False	True	False	False
PF01343	LBCA	False	False	False	False	False	False
PF01344	LBCA	False	False	False	False	False	False
PF01345	preLUCA	False	False	False	False	False	False
PF01346	LBCA	False	False	False	False	False	False
PF01348	LBCA	False	False	False	False	False	False
PF01351	LACA	True	True	True	False	False	False
PF01355	Proteobacteria	False	False	False	False	False	False
PF01361	LBCA	False	False	False	False	False	False
PF01364	LBCA	False	False	False	False	False	False
PF01367	LBCA	False	True	True	True	False	True
PF01368	LUCA	False	False	False	False	False	False
PF01370	preLUCA	False	False	False	False	False	False
PF01371	CPR	False	False	False	False	False	False
PF01374	unclassifiable	False	False	False	False	False	False
PF01379	LBCA	False	False	False	False	False	False
PF01380	LUCA	False	False	False	False	False	False
PF01381	LACA	False	False	False	False	False	False
PF01383	Terrabacteria	False	False	False	False	False	False
PF01384	LUCA	False	False	False	False	False	False
PF01385	LUCA	False	False	False	False	False	False
PF01386	Proteobacteria	True	True	True	False	False	False
PF01388		False	False	False	True	False	True
PF01389	unclassifiable	False	False	False	False	False	False
PF01391	LUCA	False	False	False	False	False	False
PF01396	unclassifiable	False	False	False	True	False	True
PF01400	LBCA	False	False	False	False	False	False
PF01401	LBCA	False	False	False	False	False	False
PF01402	LUCA	False	False	False	False	False	False
PF01405	Terrabacteria	False	False	False	False	False	False
PF01406	Inspect	False	True	True	False	False	False
PF01408	preLUCA	False	False	False	False	False	False
PF01409	LACA	True	True	True	False	False	False
PF01411	LUCA	True	True	True	False	False	False
PF01416	LBCA	True	True	True	False	False	True
PF01418	post-LBCA	False	False	False	False	False	False
PF01420	LUCA	False	False	False	True	False	True
PF01423	LACA	False	True	True	False	False	False
PF01424	LBCA	True	True	True	False	False	True
PF01425	preLUCA	False	False	False	False	False	False
PF01427	LBCA	False	False	False	False	False	False
PF01428	LACA	False	False	False	False	False	False
PF01429		True	True	True	True	False	True
PF01430	Proteobacteria	False	False	False	False	False	False
PF01431	LBCA	False	False	False	False	False	False
PF01432	LUCA	False	False	False	False	False	False
PF01433	LBCA	False	False	False	False	False	False
PF01434	LBCA	False	False	False	False	False	False
PF01435	LUCA	False	False	False	False	False	False
PF01436	LUCA	False	False	False	False	False	False
PF01442	Proteobacteria	False	False	False	False	False	False
PF01443	LBCA	False	False	False	False	False	False
PF01446	LBCA	False	True	True	True	False	True
PF01447	LBCA	False	False	False	False	False	False
